ID;primäres_Label_viecpro;Adresse;alternatives_label_adress1822;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Stadtviertel
481;Ksl. Bauhof;Augustinerbastei 1159;1159;1228;1186;K. K. Hofbauamt;Augustinerbastei;Kaiserlich-Königlich;48.20431157;16.36885224;Widmerviertel
482;Waaghaus;Haarmarkt 641;641;682;651;Stadt Wiener Magistrat;Haarmarkt;Magistrat der Stadt Wien;48.2104961;16.3745049;Stubenviertel
483;;Teinfaltstraße 101;101;1317;0;;Teinfaltstraße;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21180872;16.36338746;Schottenviertel
484;;Mölkerbastei 75;75;83;77;;Mölkerbastei;Magistrat der Stadt Wien;48.21187141;16.36269876;Schottenviertel
485;;Mölkerbastei 76;76;84;78;;Mölkerbastei;Magistrat der Stadt Wien;48.21200071;16.36281387;Schottenviertel
486;;Mölkerbastei 77;77;85;79;;Mölkerbastei;Magistrat der Stadt Wien;48.21204016;16.36266423;Schottenviertel
487;;Mölkerbastei 100;100;109;94;;Mölkerbastei;Magistrat der Stadt Wien;48.21206317;16.36290102;Schottenviertel
488;;Mölkerbastei 99;99;108;93;;Mölkerbastei;Magistrat der Stadt Wien;48.21215193;16.36281716;Schottenviertel
489;;Mölkerbastei 78;78;86;82;;Mölkerbastei;Magistrat der Stadt Wien;48.21211796;16.36247348;Schottenviertel
490;;Mölkerbastei 79;79;87;83;;Mölkerbastei;Magistrat der Stadt Wien;48.21215412;16.36241099;Schottenviertel
491;;Teinfaltstraße 65;65;73;63;;Teinfaltstraße;Magistrat der Stadt Wien;48.21159856;16.36318057;Schottenviertel
492;;Teinfaltstraße 66;66;74;64;;Teinfaltstraße;Magistrat der Stadt Wien;48.21153171;16.36301778;Schottenviertel
493;;Mölkerbastei 85;85;93;92;;Mölkerbastei;Magistrat der Stadt Wien;48.21219905;16.36254748;Schottenviertel
494;;Mölkerbastei 84;84;92;91;;Mölkerbastei;Magistrat der Stadt Wien;48.21227247;16.36242415;Schottenviertel
495;;Mölkerbastei 83;83;91;90;;Mölkerbastei;Magistrat der Stadt Wien;48.21230973;16.36235508;Schottenviertel
496;;Mölkerbastei 80;80;88;84;;Mölkerbastei;Magistrat der Stadt Wien;48.21219248;16.36235344;Schottenviertel
497;;Mölkerbastei 81;81;89;85;;Mölkerbastei;Magistrat der Stadt Wien;48.21224836;16.362263;Schottenviertel
498;;Mölkerbastei 82;82;90;86;;Mölkerbastei;Magistrat der Stadt Wien;48.21231192;16.36215775;Schottenviertel
499;;Mölkerbastei 1166;1166;1239;"88;1305";;Mölkerbastei;Magistrat der Stadt Wien;48.21244999;16.36229917;Schottenviertel
500;;Mölkerbastei 86;86;94;89;;Mölkerbastei;Magistrat der Stadt Wien;48.21246971;16.36268725;Schottenviertel
501;;Löwelbastei 1163;1163;"13b;15;1232;1233 und 1315";"34;40;1308;1309";;Löwelbastei;Magistrat der Stadt Wien;48.21191634;16.36195714;Schottenviertel
502;;Mölkerbastei 87;87;95;101;;Mölkerbastei;Magistrat der Stadt Wien;48.21263956;16.36273987;Schottenviertel
503;;Mölkerbastei 88;88;96;103;;Mölkerbastei;Magistrat der Stadt Wien;48.21267572;16.36280894;Schottenviertel
504;;Mölkerbastei 89;89;97;104;;Mölkerbastei;Magistrat der Stadt Wien;48.21271516;16.36289445;Schottenviertel
505;;Mölkerbastei 90;90;98;105;;Mölkerbastei;Magistrat der Stadt Wien;48.21276066;16.36295509;Schottenviertel
506;;Mölkerbastei 91;91;99;"106;107";;Mölkerbastei;Magistrat der Stadt Wien;48.21279682;16.36304224;Schottenviertel
507;;Mölkerbastei 92;92;"100;101";"108;109";;Mölkerbastei;Magistrat der Stadt Wien;48.21284175;16.36317626;Schottenviertel
508;;Mölkerbastei 93;93;102;103;;Mölkerbastei;Magistrat der Stadt Wien;48.21266971;16.36296824;Schottenviertel
509;;Mölkerbastei 94;94;103;99;;Mölkerbastei;Magistrat der Stadt Wien;48.21272669;16.36313844;Schottenviertel
510;;Mölkerbastei 95;95;104;100;;Mölkerbastei;Magistrat der Stadt Wien;48.21276669;16.36329054;Schottenviertel
511;;Mölkerbastei 96;96;105;110;;Mölkerbastei;Magistrat der Stadt Wien;48.21279956;16.36341059;Schottenviertel
512;;Mölkerbastei 97;97;106;111;;Mölkerbastei;Magistrat der Stadt Wien;48.21294146;16.36341634;Schottenviertel
513;;Mölkerbastei 98;98;107;112;;Mölkerbastei;Magistrat der Stadt Wien;48.21283791;16.3635446;Schottenviertel
514;;Schottengasse 104;104;112;113;Wachstube;Schottengasse;Magistrat der Stadt Wien;48.21291955;16.36349609;Schottenviertel
515;;Ober dem Schottentor 105;105;113;114;;Ober dem Schottentor;Magistrat der Stadt Wien;48.21299406;16.36354543;Schottenviertel
516;;Schottengasse 106;106;114;115;;Schottengasse;Magistrat der Stadt Wien;48.212982;16.36366876;Schottenviertel
517;;Schottenbastei 107;107;115;116;;Schottenbastei;Magistrat der Stadt Wien;48.21305213;16.36385786;Schottenviertel
518;;Schottenbastei 108;108;116;1282;K. K. Fortifikation;Schottenbastei;Magistrat der Stadt Wien;48.21317267;16.36403217;Schottenviertel
519;;Schottenbastei 109;109;117;"1284;1285;1286";;Schottenbastei;Magistrat der Stadt Wien;48.21312993;16.36376742;Schottenviertel
520;;Schottenbastei 110;110;118;1287;;Schottenbastei;Magistrat der Stadt Wien;48.21318801;16.36387924;Schottenviertel
521;;Schottenbastei 111;111;119;1288;;Schottenbastei;Magistrat der Stadt Wien;48.21321979;16.36394502;Schottenviertel
522;;Schottenbastei 112;112;120;1289;;Schottenbastei;Magistrat der Stadt Wien;48.21325266;16.36399764;Schottenviertel
523;;Schottenbastei 113;113;121;129ß;;Schottenbastei;Magistrat der Stadt Wien;48.21328444;16.36406506;Schottenviertel
524;;Schottenbastei 114;114;122;"1291;1292";;Schottenbastei;Magistrat der Stadt Wien;48.21334251;16.36416208;Schottenviertel
525;;Schottenbastei 115;115;123;1293;;Schottenbastei;Magistrat der Stadt Wien;48.21339401;16.36427554;Schottenviertel
526;;Schottenbastei 116;116;124;1294;;Schottenbastei;Magistrat der Stadt Wien;48.21344551;16.36435612;Schottenviertel
527;;Schottenbastei 117;117;125;1295;;Schottenbastei;Magistrat der Stadt Wien;48.21348277;16.36442847;Schottenviertel
528;;Schottenbastei 118;118;126;1296;;Schottenbastei;Magistrat der Stadt Wien;48.21352879;16.36450247;Schottenviertel
529;;Schottenbastei 119;119;127;1297;;Schottenbastei;Magistrat der Stadt Wien;48.21356714;16.36457482;Schottenviertel
530;;Schottenbastei 120;120;128;1298;;Schottenbastei;Magistrat der Stadt Wien;48.21360768;16.36464224;Schottenviertel
531;;Schottenbastei 121;121;129;1299;;Schottenbastei;Magistrat der Stadt Wien;48.21364823;16.36470144;Schottenviertel
532;;Schottenbastei 122;122;130;1300;;Schottenbastei;Magistrat der Stadt Wien;48.21368548;16.36477379;Schottenviertel
533;;Schottenbastei 123;123;131;1301;;Schottenbastei;Magistrat der Stadt Wien;48.21372274;16.36483793;Schottenviertel
534;;Schottenbastei 124;124;132;1302;;Schottenbastei;Magistrat der Stadt Wien;48.21375671;16.36490206;Schottenviertel
535;;Schottenbastei 125;125;133;1303;;Schottenbastei;Magistrat der Stadt Wien;48.21379506;16.36496126;Schottenviertel
536;;Schottenbastei 126;126;1240;1304;;Schottenbastei;Magistrat der Stadt Wien;48.21385313;16.36503525;Schottenviertel
537;;Schottenbastei 1167;1167;1241;1342;;Schottenbastei;Magistrat der Stadt Wien;48.21399996;16.36516187;Schottenviertel
538;;Schottenbastei 1168;1168;1242;1248;;Schottenbastei;Magistrat der Stadt Wien;48.21406352;16.36547102;Schottenviertel
539;;Schottenbastei 1169;1169;1243;1249;K. K. Fortifikation;Schottenbastei;K. K. Fortifikation;48.21398243;16.36557297;Schottenviertel
540;;Schottenbastei 127;127;134;1273;;Schottenbastei;Magistrat der Stadt Wien;48.21376328;16.36515365;Schottenviertel
541;;Schottenbastei 128;128;135;1269;;Schottenbastei;Magistrat der Stadt Wien;48.21371288;16.36534276;Schottenviertel
542;;Schottenbastei 129;129;136;1275;;Schottenbastei;Magistrat der Stadt Wien;48.21364713;16.36489548;Schottenviertel
543;;Schottenbastei 130;130;137;1276;;Schottenbastei;Magistrat der Stadt Wien;48.21358687;16.36480011;Schottenviertel
544;;Schottenbastei 131;131;138;1277;;Schottenbastei;Magistrat der Stadt Wien;48.21352989;16.36468993;Schottenviertel
545;;Schottenbastei 132;132;139;1278;;Schottenbastei;Magistrat der Stadt Wien;48.21345099;16.36454029;Schottenviertel
546;;Schottenbastei 133;133;140;1279;;Schottenbastei;Magistrat der Stadt Wien;48.213371;16.36442025;Schottenviertel
547;;Schottenbastei 134;134;141;1280;;Schottenbastei;Magistrat der Stadt Wien;48.21332607;16.36433803;Schottenviertel
548;;Schottenbastei 135;135;142;1281;;Schottenbastei;Magistrat der Stadt Wien;48.21325266;16.36420812;Schottenviertel
549;;Freyung 62;62;70;60;;Freyung;"teils ständisch rustikal, seiner Obrigkeit Stift Schotten;teils Magistrat der Stadt Wien";48.21172405;16.36441367;Schottenviertel
550;;Freyung 63;63;71;61;K. K. Dicasterial-Gebäude;Freyung;Magistrat der Stadt Wien;48.21193882;16.36428212;Schottenviertel
551;;Freyung 136;136;143;117;Stift Schotten;Freyung;Ständisch frei;48.21213716;16.364537;Schottenviertel
552;;Herrengasse 61;61;69;59;K. K. Niederösterreichische Appellations- und Landrechthaus;Herrengasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21148626;16.36454111;Schottenviertel
553;;Herrengasse 60;60;68;58;;Herrengasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21124299;16.36461018;Schottenviertel
554;;Teinfaltstraße 67;67;75;68;;Teinfaltstraße;Magistrat der Stadt Wien;48.21138873;16.36268787;Schottenviertel
555;;Teinfaltstraße 68;68;78;69;;Teinfaltstraße;Magistrat der Stadt Wien;48.21131696;16.36252919;Schottenviertel
556;;Teinfaltstraße 69;69;77;70;;Teinfaltstraße;Magistrat der Stadt Wien;48.21126764;16.36241243;Schottenviertel
557;;Teinfaltstraße 70;70;78;71;;Teinfaltstraße;Magistrat der Stadt Wien;48.2112134;16.36227759;Schottenviertel
558;;Teinfaltstraße 71;71;79;72;;Teinfaltstraße;Magistrat der Stadt Wien;48.21115697;16.36214111;Schottenviertel
559;;Teinfaltstraße 72;72;80;74;K. K. Feld-Konsistorialkanzlei;Teinfaltstraße;Stift Schotten;48.21121121;16.36199969;Schottenviertel
560;;Teinfaltstraße 73;73;81;75;;Teinfaltstraße;Stift Schotten;48.21130161;16.36222497;Schottenviertel
561;;Löwelstraße 15;15;21;73;;Löwelstraße;Magistrat der Stadt Wien;48.21050167;16.36175467;Schottenviertel
562;;Löwelstraße 16;16;22;73;;Löwelstraße;Magistrat der Stadt Wien;48.21087754;16.36169876;Schottenviertel
563;;Löwelstraße 14;14;20;45;;Löwelstraße;Magistrat der Stadt Wien;48.21011484;16.36188458;Schottenviertel
564;;Löwelstraße 17;17;23;46;;Löwelstraße;Ständisch frei;48.21017183;16.3620408;Schottenviertel
565;;Hintere Schenkenstraße 50;50;59;52;zur ungarische Hofkanzlei gehörig;Hintere Schenkenstraße;"Ständisch frei;Magistrat der Stadt Wien";48.21057947;16.36239763;Schottenviertel
566;;Hintere Schenkenstraße 51;51;60;53;;Hintere Schenkenstraße;"teils ständisch rustikal, seiner Obrigkeit Stift Schotten;teils Magistrat der Stadt Wien";48.21072741;16.36281202;Schottenviertel
567;;Vordere Schenkenstraße 47;47;56;49;K. ungarische Hofkanzlei;Vordere Schenkenstraße;"teils ständisch rustikal, seiner Obrigkeit Stift Schotten;teils Magistrat der Stadt Wien";48.21035373;16.36326095;Schottenviertel
568;;Vordere Schenkenstraße 46;46;55;48;;Vordere Schenkenstraße;Stift Schotten;48.21025949;16.3629666;Schottenviertel
569;;Hintere Schenkenstraße 49;49;58;51;;Hintere Schenkenstraße;Magistrat der Stadt Wien;48.21045017;16.3620556;Schottenviertel
570;;Vordere Schenkenstraße 58;58;66;56;;Vordere Schenkenstraße;Ständisch frei;48.21076905;16.36430514;Schottenviertel
571;;Hintere Schenkenstraße 57;57;65;55;;Hintere Schenkenstraße;Magistrat der Stadt Wien;48.21065289;16.36398284;Schottenviertel
572;;Vordere Schenkenstraße 48;48;57;50;K. siebenbürgische Hofkanzlei;Vordere Schenkenstraße;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21050934;16.36362765;Schottenviertel
573;;Rosengasse 52;52;61;65;;Rosengasse;Magistrat der Stadt Wien;48.21101451;16.36319846;Schottenviertel
574;;Hintere Schenkenstraße 56;56;1282;54;;Hintere Schenkenstraße;Ständisch frei;48.21102218;16.36332837;Schottenviertel
575;;Hintere Schenkenstraße 55;55;64;54;;Hintere Schenkenstraße;Ständisch frei;48.21114491;16.36324286;Schottenviertel
576;;Minoritenplatz 36;36;45;29;Niederösterreichisches Landhaus (d. kleine);Minoritenplatz;Ständisch frei;48.21005676;16.3641111;Schottenviertel
577;;Löwelstraße 13;13;19;44;;Löwelstraße;Magistrat der Stadt Wien;48.20987266;16.36205889;Schottenviertel
578;;Löwelstraße 12;12;18;43;;Löwelstraße;Magistrat der Stadt Wien;48.20977185;16.36216249;Schottenviertel
579;;Löwelstraße 11;11;17;42;;Löwelstraße;Magistrat der Stadt Wien;48.20962172;16.36226937;Schottenviertel
580;;Vordere Schenkenstraße 44;44;53;37;;Vordere Schenkenstraße;Ständisch frei;48.20993622;16.36259825;Schottenviertel
581;;Minoritenplatz 42;42;51;39;;Minoritenplatz;Ständisch frei;48.20985951;16.36327575;Schottenviertel
582;;Vordere Schenkenstraße 43;43;52;38;;Vordere Schenkenstraße;Ständisch frei;48.20994937;16.36355858;Schottenviertel
583;;Minoritenplatz 39;39;48;1375;Italienisches Nationalhaus;Minoritenplatz;Ständisch frei;48.20939269;16.36350925;Schottenviertel
584;;Minoritenplatz 38;38;47;31;P. P. Minoriten-Zinshaus;Minoritenplatz;Ständisch rustikal, seiner Obrigkeit P. P. Minoriten;48.20966446;16.36409466;Schottenviertel
585;;Minoritenplatz 37;37;46;30;;Minoritenplatz;Ständisch rustikal, seiner Obrigkeit P. P. Minoriten;48.20955925;16.36440709;Schottenviertel
586;;Ballhausplatz 21;21;28;1364;;Ballhausplatz;Ständisch frei;48.20927762;16.36434789;Schottenviertel
587;;Ballhausplatz 20;20;27;1363;;Ballhausplatz;Ständisch frei;48.20907927;16.36436763;Schottenviertel
588;;Minoritenplatz 34;34;43;27;K. K. priviligierte Nationalbank;Minoritenplatz;"teils Ständisch frei;teils Magistrat der Stadt Wien";48.21058001;16.36426263;Schottenviertel
589;;Herrengasse 33;33;42;2;K. K. priviligierte Nationalbank;Herrengasse;"teils Ständisch frei;teils Magistrat der Stadt Wien";48.21073008;16.36461471;Schottenviertel
590;;Herrengasse 32;32;41;25;K. K. priviligierte Nationalbank;Herrengasse;"teils Ständisch frei;teils Magistrat der Stadt Wien";48.21066878;16.36495094;Schottenviertel
591;;Herrengasse 31;31;40;24;;Herrengasse;Ständisch rustikal, seiner Obrigkeit nach den Landständen;48.21049968;16.36507147;Schottenviertel
592;;Herrengasse 241;241;249;123;;Herrengasse;Magistrat der Stadt Wien;48.21046586;16.3653284;Schottenviertel
593;;Strauchgassel 242;242;250;208;;Strauchgassel;Magistrat der Stadt Wien;48.21099441;16.36620729;Schottenviertel
594;;Strauchgassel 243;243;251;207;;Strauchgassel;Magistrat der Stadt Wien;48.21087606;16.36612507;Schottenviertel
595;;Strauchgassel 245;245;253;205;;Strauchgassel;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21056704;16.36591952;Schottenviertel
596;;Wallnerstraße 270;270;281;152;;Wallnerstraße;Magistrat der Stadt Wien;48.21012652;16.36580935;Schottenviertel
597;;Strauchgassel 248;248;256;126;;Strauchgassel;Stift Schotten;48.21025145;16.36556762;Schottenviertel
598;;Strauchgassel 247;247;255;125;;Strauchgassel;Stift Schotten;48.21032268;16.36562846;Schottenviertel
599;;Strauchgassel 246;246;254;124;;Strauchgassel;Magistrat der Stadt Wien;48.21037747;16.36568437;Schottenviertel
600;;Wallnerstraße 272;272;283;154;;Wallnerstraße;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21024158;16.36613823;Schottenviertel
601;;Wallnerstraße 276;276;"291b;295 und 313b;317";"161b;165 und 183b;188";;Wallnerstraße;zum Teil ständisch rustikal, seiner Obrigkeit Stift Schotten, zum Teil Magistrat der Stadt Wien, zum Teil Stift Schotten allein;48.20960819;16.36703854;Schottenviertel
602;;Wallnerstraße 266;266;277;148;;Wallnerstraße;Magistrat der Stadt Wien;48.20971065;16.36663566;Schottenviertel
603;;Wallnerstraße 267;267;278;149;;Wallnerstraße;Magistrat der Stadt Wien;48.20983996;16.36643504;Schottenviertel
604;;Wallnerstraße 268;268;279;150;;Wallnerstraße;Magistrat der Stadt Wien;48.20992105;16.36632322;Schottenviertel
605;;Herrengasse 252;252;261;"131;132";;Herrengasse;Ständisch frei, Magistrat der Stadt Wien;48.20849366;16.3664864;Schottenviertel
606;;Schauflergasse 25;25;"32;33";"16;17";;Schauflergasse;Stift Schotten;48.20839722;16.36633512;Schottenviertel
607;;Herrengasse 26;26;34;18;;Herrengasse;Ständisch frei;48.20865584;16.36617397;Schottenviertel
608;;Schauflergasse 6;6;9;9;;Schauflergasse;Stift Schotten;48.20813372;16.36617194;Schottenviertel
609;;Schauflergasse 5;5;6;6;;Schauflergasse;Magistrat der Stadt Wien;48.20803838;16.36657153;Schottenviertel
610;;#NV;4;#NV;#NV;#NV;#NV;#NV;48.20794523;16.36647451;Schottenviertel
611;;Michaelerplatz 3;3;4;4;;Michaelerplatz;Magistrat der Stadt Wien;48.20786523;16.36636927;Schottenviertel
612;;Michaelerplatz 2;2;3;3;;Michaelerplatz;Magistrat der Stadt Wien;48.20776331;16.36624758;Schottenviertel
613;;Schauflergasse 24;24;31;15;;Schauflergasse;Stift Schotten;48.20832001;16.36523134;Schottenviertel
614;;Ballhausplatz 23;23;30;14;K. K. Ballhaus;Ballhausplatz;Kaiserlich-Königlich;48.20872439;16.36442723;Schottenviertel
615;;Ballhausplatz 22;22;29;13;K. K. Hofbaumaterialienamt;Ballhausplatz;Kaiserlich-Königlich;48.20878795;16.36501263;Schottenviertel
616;;Ballhausplatz 19;19;26;11;K. K. Staatskanzlei;Ballhausplatz;Ständisch frei;48.20841316;16.36382209;Schottenviertel
617;;Minoritenplatz 40;40;49;12;K. K. Niederösterreichische Regierung;Minoritenplatz;Kaiserlich-Königlich;48.20896986;16.36322024;Schottenviertel
618;;Minoritenplatz 41;41;"24;50";36;;Minoritenplatz;Ständisch frei, magistratisch redimiert;48.20944108;16.36326957;Schottenviertel
619;;Löwelstraße 18;18;25;35;;Löwelstraße;Ständisch frei;48.20902137;16.36282887;Schottenviertel
620;;Löwelbastei 1162;1162;1231;1345;;Löwelbastei;Magistrat der Stadt Wien;48.2088937;16.36269978;Schottenviertel
621;;Löwelbastei 1163;1163;"13b;15;1232;1233 und 1315";"34;40;1308;1309";;Löwelbastei;Magistrat der Stadt Wien;48.20909808;16.36249999;Schottenviertel
622;;Löwelstraße 10;10;"16;1232;1233";"41;1308;1309";;Löwelstraße;Magistrat der Stadt Wien;48.20938026;16.36240544;Schottenviertel
623;;Löwelbastei 1164;1164;1234;1307;;Löwelbastei;Magistrat der Stadt Wien;48.20969257;16.362019;Schottenviertel
624;;Augustinergasse 1156;1156;1225;1130;;Augustinergasse;Ständisch frei;48.20623569;16.36779206;Widmerviertel
625;;Neuburggasse 1111;1111;1177;1142;Stift Klosterneuburg;Neuburggasse;Ständisch frei;48.20672117;16.36892986;Widmerviertel
626;;Dorotheergasse 1113;1113;1179;1347;Bethhaus d. Augsburger-Confession;Dorotheergasse;Magistrat der Stadt Wien;48.20664228;16.36859782;Widmerviertel
627;;Dorotheergasse 1114;1114;1180;1348;Bethhaus d. helvetischen Confession;Dorotheergasse;Magistrat der Stadt Wien;48.20680995;16.3687935;Widmerviertel
628;;Augustinergasse 1157;1157;1226;1131;;Augustinergasse;Stiftsherrschaft Klosterneuburg;48.20579952;16.36802557;Widmerviertel
629;;Augustinerbastei 1160;1160;1229;1185;;Augustinerbastei;Kaiserlich-Königlich;48.20488475;16.3677176;Widmerviertel
630;;Sattlergassel 1032;1032;1095;1060;K. K. Salniterei;Sattlergassel;K. K. Fortifikation;48.20410553;16.3692025;Widmerviertel
631;;Sattlergassel 1033;1033;1096;1061;;Sattlergassel;Magistrat der Stadt Wien;48.20423376;16.36915645;Widmerviertel
632;;Spitalsplatz 1034;1034;1097;1062;;Spitalsplatz;Magistrat der Stadt Wien;48.20433349;16.36901997;Widmerviertel
633;;Spitalsplatz 1035;1035;1098;1063;;Spitalsplatz;Magistrat der Stadt Wien;48.20450117;16.36874864;Widmerviertel
634;;Sattlergassel 1031;1031;1094;1346;K. K. Fortifikation;Sattlergassel;K. K. Fortifikation;48.20396744;16.36941791;Widmerviertel
635;;Sattlergassel 1030;1030;1093;1059;K. K. Brunnstube;Sattlergassel;K. K. Fortifikation;48.20386332;16.36962182;Widmerviertel
636;;Augustinergasse 1158;1158;1227;1127;P. P. Augustiner-Kloster;Augustinergasse;Ständisch frei;48.20519928;16.36809253;Widmerviertel
637;;Kärntnerstraße 1041;1041;1104;1070;;Kärntnerstraße;Magistrat der Stadt Wien;48.20408471;16.37038482;Widmerviertel
638;;Kärntnerstraße 1042;1042;1105;1071;;Kärntnerstraße;Magistrat der Stadt Wien;48.20419978;16.37044567;Widmerviertel
639;;Kärntnerstraße 1018;1018;1080;1052;;Kärntnerstraße;Magistrat der Stadt Wien;48.20388853;16.37048513;Kärntnerviertel
640;;Wahlfischgasse 1019;1019;1081;1053;;Wahlfischgasse;Magistrat der Stadt Wien;48.20376249;16.37041113;Kärntnerviertel
641;;Johannesgasse 975;975;1034;1002;Goldbergisches Stifthaus;Johannesgasse;Magistrat der Stadt Wien;48.2048031;16.37319264;Kärntnerviertel
642;;Krugerstraße 1016;1016;1078;1050;;Krugerstraße;Magistrat der Stadt Wien;48.20401301;16.37093306;Kärntnerviertel
643;;Krugerstraße 1014;1014;1076;1048;;Krugerstraße;Magistrat der Stadt Wien;48.20391108;16.37133429;Kärntnerviertel
644;;Krugerstraße 1013;1013;"1074;1075";"1046;1047";;Krugerstraße;Magistrat der Stadt Wien;48.20383656;16.37158753;Kärntnerviertel
645;;Wahlfischgasse 1028;1028;1090;1057;K. K. Fortifikation-Kasematten;Wahlfischgasse;K. K. Fortifikation;48.20352248;16.37045882;Widmerviertel
646;;Wahlfischgasse 1027;1027;1089;1187;;Wahlfischgasse;Magistrat der Stadt Wien;48.20354111;16.37087485;Kärntnerviertel
647;;Wahlfischgasse 1026;1026;1279;"1188;1199";;Wahlfischgasse;Magistrat der Stadt Wien;48.20350494;16.37116591;Kärntnerviertel
648;;Wahlfischgasse 1025;1025;1088;1056;;Wahlfischgasse;Magistrat der Stadt Wien;48.20348412;16.3718023;Kärntnerviertel
649;;Wahlfischgasse 1020;1020;1082;1054;Kaiserlich russische Gesandtschaft;Wahlfischgasse;Ständisch frei;48.20361344;16.37110178;Kärntnerviertel
650;;Wahlfischgasse 1021;1021;1083;1055;;Wahlfischgasse;Magistrat der Stadt Wien;48.20358495;16.37134186;Kärntnerviertel
651;;Wahlfischgasse 1024;1024;1087;1191;;Wahlfischgasse;Magistrat der Stadt Wien;48.2035148;16.37225944;Kärntnerviertel
652;;Wahlfischgasse 1023;1023;1086;1044;;Wahlfischgasse;Magistrat der Stadt Wien;48.20350932;16.37238277;Kärntnerviertel
653;;Wahlfischgasse 1022;1022;"1085;1278";"1043;1192";;Wahlfischgasse;Magistrat der Stadt Wien;48.20350823;16.37258503;Kärntnerviertel
654;;Krugerstraße 1010;1010;1072;1116;;Krugerstraße;Magistrat der Stadt Wien;48.20372085;16.37243704;Kärntnerviertel
655;;Krugerstraße 1009;1009;1071;1029;;Krugerstraße;Magistrat der Stadt Wien;48.20381181;16.37213775;Kärntnerviertel
656;;Am neuen Thor 194;194;201;334;;Am neuen Thor;Magistrat der Stadt Wien;48.2033241;16.37319839;Kärntnerviertel
657;;Seilerstätte 994;994;"1055;1056";"1041;1194";;Seilerstätte;Magistrat der Stadt Wien;48.20364632;16.37318195;Kärntnerviertel
658;;Seilerstätte 993;993;1054;1040;;Seilerstätte;Magistrat der Stadt Wien;48.20372413;16.37330692;Kärntnerviertel
659;;Seilerstätte 992;992;"1052;1053;1274;1275";"1038;1039;1196;1197";;Seilerstätte;Magistrat der Stadt Wien;48.20383702;16.37342532;Kärntnerviertel
660;;Seilerstätte 991;991;"1250;1251;1272;1273";"1035;1036;1198;1199";;Seilerstätte;Magistrat der Stadt Wien;48.20396525;16.37359963;Kärntnerviertel
661;;Seilerstätte 990;990;1049;"1033;1034";;Seilerstätte;Magistrat der Stadt Wien;48.20408251;16.37372131;Kärntnerviertel
662;;Seilerstätte 989;989;1048;1032;Ursuliner-Zinshaus;Seilerstätte;Magistrat der Stadt Wien;48.20416471;16.37380518;Kärntnerviertel
663;;Seilerstätte 988;988;"1047;1267";"1031;1204";;Seilerstätte;Magistrat der Stadt Wien;48.20424143;16.37390878;Kärntnerviertel
664;;Annagasse 996;996;1058;1016;;Annagasse;Magistrat der Stadt Wien;48.20406059;16.37272974;Kärntnerviertel
665;;Annagasse 997;997;1059;1017;;Annagasse;Magistrat der Stadt Wien;48.20410772;16.3725357;Kärntnerviertel
666;;Annagasse 998;998;1060;1018;;Annagasse;Magistrat der Stadt Wien;48.20413841;16.3724025;Kärntnerviertel
667;;Johannesgasse 973;973;1032;1000;K. K. Kupferamt;Johannesgasse;Magistrat redimiert;48.20489078;16.37293118;Kärntnerviertel
668;;Kärntnerstraße 982;982;1041;1009;Ritterorden-Comm. St. Johannes;Kärntnerstraße;Ständisch frei;48.20493681;16.37106314;Kärntnerviertel
669;;Johannesgasse 980;980;1039;1011;K. K. Normalhauptschule und Akademie der bildenden Künste zu St. Anna;Johannesgasse;"Magistrat der Stadt Wien;Commenda St. Johann";48.20493626;16.37213282;Kärntnerviertel
670;;Johannesgasse 971;971;"1029;1030";"997;998";K. K. Hofkammer;Johannesgasse;"Ständisch frei;Magistrat der Stadt Wien";48.20513736;16.37215995;Kärntnerviertel
671;;Seilerstätte 960;960;1017;985;;Seilerstätte;Stift Schotten;48.20517956;16.37433303;Kärntnerviertel
672;;Himmelpfortgasse 965;965;1023;991;;Himmelpfortgasse;Magistrat der Stadt Wien;48.20574451;16.37237455;Kärntnerviertel
673;;Himmelpfortgasse 948;948;990;968;;Himmelpfortgasse;Magistrat der Stadt Wien;48.20591547;16.37217886;Kärntnerviertel
674;;Himmelpfortgasse 963;963;1020;988;;Himmelpfortgasse;Stift Schotten;48.20536313;16.37369829;Kärntnerviertel
675;;Himmelpfortgasse 966;966;1024;992;;Himmelpfortgasse;Stift Schotten;48.20585557;16.37150274;Kärntnerviertel
676;;Himmelpfortgasse 950;950;1007;1355;;Himmelpfortgasse;Magistrat der Stadt Wien;48.2056941;16.37300764;Kärntnerviertel
677;;Himmelpfortgasse 951;951;1008;977;;Himmelpfortgasse;Magistrat der Stadt Wien;48.20560971;16.37335955;Kärntnerviertel
678;;Himmelpfortgasse 954;954;1011;980;Stadt Wiener Magistrat Benefiziatenhaus;Himmelpfortgasse;Magistrat der Stadt Wien;48.20545409;16.37401566;Kärntnerviertel
679;;Himmelpfortgasse 955;955;1012;981;;Himmelpfortgasse;Magistrat der Stadt Wien;48.20541902;16.37415708;Kärntnerviertel
